Game Turn, Initiator, Recipient, Action, Details, Mayhem, Visibility
96, 2, 4, Promise Made, Settle,  699.5, 1
96, 0, 7, Met, ,  703.5, 0
96, 7, 0, Met, ,  703.5, 0
97, 1, 12, Gave Influence, ,  707.0, 0
97, 1, 7, Delegation, ,  707.0, 0
97, 4, Team 2, Individual Declaring War on Team START, Surprise,  707.5
97, 4, 2, At War, Surprise,  707.5, 1
97, 10, Team 2, Individual Declaring War on Team START, Suzerain War,  711.5
97, 10, 2, At War, Suzerain War,  711.5, 0
97, 10, Team 2, Individual Declaring War on Team END, Suzerain War,  713.5
97, 11, Team 2, Individual Declaring War on Team START, Suzerain War,  713.5
97, 11, 2, At War, Suzerain War,  713.5, 0
97, 11, Team 2, Individual Declaring War on Team END, Suzerain War,  715.5
97, 4, Team 2, Individual Declaring War on Team END, Surprise,  715.5
97, 10, 2, Peace, ,  715.5, 0
97, 5, 10, Gave Influence, ,  715.5, 0
97, 6, 18, Met, ,  719.0, 0
97, 18, 6, Met, ,  719.0, 0
97, 7, 1, Deal Proposed, 3 RESOURCE_NITER for 0 turns from 1 to 7; 0 Open Borders for 30 turns from 7 to 1; 2 Gold for 0 turns from 7 to 1; 1 Gold for 30 turns from 7 to 1; ,  719.0, 0
97, 7, 1, Deal Closed, 3 RESOURCE_NITER for 0 turns from 1 to 7; 0 Open Borders for 30 turns from 7 to 1; 2 Gold for 0 turns from 7 to 1; 1 Gold for 30 turns from 7 to 1; ,  719.0, 0
97, 1, 7, Deal Rejected, 3 RESOURCE_NITER for 0 turns from 1 to 7; 0 Open Borders for 30 turns from 7 to 1; 2 Gold for 0 turns from 7 to 1; 1 Gold for 30 turns from 7 to 1; ,  719.0, 1
97, 7, 12, Met, ,  719.0, 0
97, 12, 7, Met, ,  719.0, 0
97, 9, 22, Gave Influence, ,  719.5, 0
98, 1, 20, Gave Influence, ,  721.0, 0
98, 4, 5, Delegation, ,  722.5, 0
98, 5, 4, Deal Proposed, 4 RESOURCE_NITER for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 3 Gold for 0 turns from 5 to 4; 1 Gold for 30 turns from 5 to 4; ,  722.5, 2
98, 5, 4, Deal Closed, 4 RESOURCE_NITER for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 3 Gold for 0 turns from 5 to 4; 1 Gold for 30 turns from 5 to 4; ,  722.5, 2
98, 4, 5, Deal Rejected, 4 RESOURCE_NITER for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 3 Gold for 0 turns from 5 to 4; 1 Gold for 30 turns from 5 to 4; ,  722.5, 1
98, 6, 2, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 6 to 2; 10 Gold for 0 turns from 6 to 2; 4 Gold for 30 turns from 6 to 2; ,  723.5, 0
98, 6, 2, Deal Closed, 20 RESOURCE_HORSES for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 6 to 2; 10 Gold for 0 turns from 6 to 2; 4 Gold for 30 turns from 6 to 2; ,  723.5, 0
98, 2, 6, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 6 to 2; 10 Gold for 0 turns from 6 to 2; 4 Gold for 30 turns from 6 to 2; ,  723.5, 0
98, 8, 1, Denounced, ,  724.5, 1
99, 4, 20, Gave Influence, ,  730.0, 0
99, 4, 20, Gave Influence, ,  730.0, 0
99, 5, 1, Denounced, ,  733.0, 1
99, 5, 0, Deal Proposed, 0 Open Borders for 30 turns from 0 to 5; 0 Open Borders for 30 turns from 5 to 0; 21 Gold for 0 turns from 5 to 0; ,  733.0, 1
99, 6, 17, Gave Influence, ,  734.0, 0
99, 6, 0, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 0 to 6; 0 Open Borders for 30 turns from 6 to 0; 4 Gold for 30 turns from 6 to 0; ,  734.0, 0
99, 9, 24, Gave Influence, ,  734.5, 0
100, 3, 9, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 9 to 3; 0 Open Borders for 30 turns from 3 to 9; 3 Gold for 30 turns from 3 to 9; ,  741.0, 1
100, 3, 9, Deal Closed, 20 RESOURCE_HORSES for 0 turns from 9 to 3; 0 Open Borders for 30 turns from 3 to 9; 3 Gold for 30 turns from 3 to 9; ,  741.0, 1
100, 9, 3, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 9 to 3; 0 Open Borders for 30 turns from 3 to 9; 3 Gold for 30 turns from 3 to 9; ,  741.0, 0
100, 4, 8, Embassy, ,  741.0, 0
100, 6, 4, Denounced, ,  745.0, 0
100, 6, 8, Deal Proposed, 30 Favor for 0 turns from 8 to 6; 0 Open Borders for 30 turns from 8 to 6; 20 RESOURCE_HORSES for 0 turns from 6 to 8; 2 Gold for 30 turns from 6 to 8; ,  745.0, 1
100, 6, 8, Deal Closed, 30 Favor for 0 turns from 8 to 6; 0 Open Borders for 30 turns from 8 to 6; 20 RESOURCE_HORSES for 0 turns from 6 to 8; 2 Gold for 30 turns from 6 to 8; ,  745.0, 1
100, 8, 6, Deal Rejected, 30 Favor for 0 turns from 8 to 6; 0 Open Borders for 30 turns from 8 to 6; 20 RESOURCE_HORSES for 0 turns from 6 to 8; 2 Gold for 30 turns from 6 to 8; ,  745.0, 1
100, 6, 9, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 9 to 6; 0 Open Borders for 30 turns from 6 to 9; 3 Gold for 30 turns from 6 to 9; ,  745.0, 1
100, 6, 9, Deal Closed, 20 RESOURCE_IRON for 0 turns from 9 to 6; 0 Open Borders for 30 turns from 6 to 9; 3 Gold for 30 turns from 6 to 9; ,  745.0, 1
100, 9, 6, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 9 to 6; 0 Open Borders for 30 turns from 6 to 9; 3 Gold for 30 turns from 6 to 9; ,  745.0, 2
100, 8, 4, Deal Proposed, 8 RESOURCE_NITER for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 10 Gold for 0 turns from 8 to 4; 2 Gold for 30 turns from 8 to 4; ,  745.5, 1
100, 8, 4, Deal Closed, 8 RESOURCE_NITER for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 10 Gold for 0 turns from 8 to 4; 2 Gold for 30 turns from 8 to 4; ,  745.5, 1
100, 4, 8, Deal Rejected, 8 RESOURCE_NITER for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 10 Gold for 0 turns from 8 to 4; 2 Gold for 30 turns from 8 to 4; ,  745.5, 1
101, 2, 10, Gave Influence, ,  754.0, 0
101, 5, 8, Deal Proposed, 30 Favor for 0 turns from 8 to 5; 0 Open Borders for 30 turns from 8 to 5; 20 RESOURCE_HORSES for 0 turns from 5 to 8; 2 Gold for 30 turns from 5 to 8; ,  757.0, 1
101, 5, 8, Deal Closed, 30 Favor for 0 turns from 8 to 5; 0 Open Borders for 30 turns from 8 to 5; 20 RESOURCE_HORSES for 0 turns from 5 to 8; 2 Gold for 30 turns from 5 to 8; ,  757.0, 1
101, 8, 5, Deal Rejected, 30 Favor for 0 turns from 8 to 5; 0 Open Borders for 30 turns from 8 to 5; 20 RESOURCE_HORSES for 0 turns from 5 to 8; 2 Gold for 30 turns from 5 to 8; ,  757.0, 1
101, 6, 13, Gave Influence, ,  758.0, 0
101, 6, 13, Gave Influence, ,  758.0, 0
101, 6, 1, Denounced, ,  759.0, 1
101, 7, 1, Denounced, ,  760.0, 0
101, 7, 12, Gave Influence, ,  760.0, 0
102, 0, 13, Gave Influence, ,  767.5, 0
102, 4, 5, Embassy, ,  769.5, 0
102, 4, 2, City Capture, LOC_CITY_NAME_MBANZA_MBATA,  778.5, 0
102, 6, 3, Met, ,  784.5, 0
102, 3, 6, Met, ,  784.5, 0
102, 7, 19, Gave Influence, ,  784.5, 0
103, 3, 24, Gave Influence, ,  787.5, 0
103, 6, 5, Delegation, ,  789.5, 0
103, 7, 12, Gave Influence, ,  789.5, 0
104, 3, 0, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 0 to 3; 0 Open Borders for 30 turns from 3 to 0; 4 Gold for 30 turns from 3 to 0; ,  801.0, 0
105, 7, 15, Met, ,  828.5, 0
105, 15, 7, Met, ,  828.5, 0
106, 5, 6, Embassy, ,  838.5, 1
106, 7, 15, Gave Influence, ,  839.5, 0
106, 7, 0, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 0 to 7; 9 Favor for 0 turns from 0 to 7; 0 Open Borders for 30 turns from 7 to 0; 7 Gold for 0 turns from 7 to 0; 12 Gold for 30 turns from 7 to 0; ,  839.5, 0
106, 7, 9, Met, ,  839.5, 0
106, 9, 7, Met, ,  839.5, 0
107, 2, 10, Gave Influence, ,  844.5, 0
107, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 GreatWork for 0 turns from 2 to 4; 10 Gold for 0 turns from 2 to 4; 5 Gold for 30 turns from 2 to 4; ,  844.5, 1
107, 2, 4, Deal Closed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 GreatWork for 0 turns from 2 to 4; 10 Gold for 0 turns from 2 to 4; 5 Gold for 30 turns from 2 to 4; ,  844.5, 1
107, 4, 2, Deal Rejected, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 GreatWork for 0 turns from 2 to 4; 10 Gold for 0 turns from 2 to 4; 5 Gold for 30 turns from 2 to 4; ,  844.5, 0
107, 4, 2, City Capture, LOC_CITY_NAME_KWANGO,  852.5, 0
107, 10, Team 14, Individual Declaring War on Team START, Suzerain War,  857.5
107, 10, 14, Met, ,  857.5, 0
107, 14, 10, Met, ,  857.5, 0
107, 10, 14, At War, Suzerain War,  857.5, 0
107, 10, Team 14, Individual Declaring War on Team END, Suzerain War,  859.5
107, 5, 10, Gave Influence, ,  859.5, 0
107, 7, 9, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 9 to 7; 0 Open Borders for 30 turns from 7 to 9; 4 Gold for 30 turns from 7 to 9; ,  861.5, 0
107, 7, 9, Deal Closed, 20 RESOURCE_HORSES for 0 turns from 9 to 7; 0 Open Borders for 30 turns from 7 to 9; 4 Gold for 30 turns from 7 to 9; ,  861.5, 0
107, 9, 7, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 9 to 7; 0 Open Borders for 30 turns from 7 to 9; 4 Gold for 30 turns from 7 to 9; ,  861.5, 0
107, 9, 24, Gave Influence, ,  864.0, 0
107, 7, 22, Met, ,  870.5, 0
107, 22, 7, Met, ,  870.5, 0
108, 10, 14, Peace, ,  875.0, 0
108, 4, 10, Gave Influence, ,  875.0, 0
108, 0, 14, Peace, ,  890.0, 0
108, 1, 14, Peace, ,  890.0, 0
108, 2, 14, Peace, ,  890.0, 0
108, 3, 14, Peace, ,  890.0, 0
108, 4, 14, Peace, ,  890.0, 0
108, 5, 14, Peace, ,  890.0, 0
108, 6, 14, Peace, ,  890.0, 0
108, 7, 14, Peace, ,  890.0, 0
108, 8, 14, Peace, ,  890.0, 0
108, 9, 14, Peace, ,  890.0, 0
108, 10, 14, Peace, ,  890.0, 0
108, 11, 14, Peace, ,  890.0, 0
108, 12, 14, Peace, ,  890.0, 0
108, 13, 14, Peace, ,  890.0, 0
108, 15, 14, Peace, ,  890.0, 0
108, 16, 14, Peace, ,  890.0, 0
108, 17, 14, Peace, ,  890.0, 0
108, 18, 14, Peace, ,  890.0, 0
108, 19, 14, Peace, ,  890.0, 0
108, 20, 14, Peace, ,  890.0, 0
108, 21, 14, Peace, ,  890.0, 0
108, 22, 14, Peace, ,  890.0, 0
108, 23, 14, Peace, ,  890.0, 0
108, 24, 14, Peace, ,  890.0, 0
108, 62, 14, Peace, ,  890.0, 0
108, 63, 14, Peace, ,  890.0, 0
108, 5, 14, City Capture, LOC_CITY_NAME_JOHANNESBURG,  893.0, 0
108, 9, 8, Met, ,  897.0, 0
108, 8, 9, Met, ,  897.0, 0
108, 11, 6, Met, ,  897.0, 0
108, 6, 11, Met, ,  897.0, 0
109, 6, 2, Deal Proposed, 0 GreatWork for 0 turns from 2 to 6; 17 Favor for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 6 to 2; 8 Gold for 0 turns from 6 to 2; 24 Gold for 30 turns from 6 to 2; ,  910.5, 0
109, 6, 2, Deal Closed, 0 GreatWork for 0 turns from 2 to 6; 17 Favor for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 6 to 2; 8 Gold for 0 turns from 6 to 2; 24 Gold for 30 turns from 6 to 2; ,  910.5, 0
109, 2, 6, Deal Rejected, 0 GreatWork for 0 turns from 2 to 6; 17 Favor for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 6 to 2; 8 Gold for 0 turns from 6 to 2; 24 Gold for 30 turns from 6 to 2; ,  910.5, 1
109, 7, 24, Met, ,  910.5, 0
109, 24, 7, Met, ,  910.5, 0
110, 6, Team 5, Individual Declaring War on Team START, Emergency War,  915.0
110, 6, 5, At War, Emergency War,  915.0, 1
110, 17, Team 5, Individual Declaring War on Team START, Suzerain War,  917.0
110, 17, 5, At War, Suzerain War,  917.0, 0
110, 18, Team 17, Individual Declaring War on Team START, Suzerain War,  919.0
110, 18, 17, Met, ,  919.0, 0
110, 17, 18, Met, ,  919.0, 0
110, 18, 17, At War, Suzerain War,  919.0, 0
110, 18, Team 17, Individual Declaring War on Team END, Suzerain War,  921.0
110, 17, Team 5, Individual Declaring War on Team END, Suzerain War,  921.0
110, 18, Team 6, Individual Declaring War on Team START, Suzerain War,  921.0
110, 18, 6, At War, Suzerain War,  921.0, 0
110, 17, Team 18, Individual Declaring War on Team START, Suzerain War,  923.0
110, 17, 18, At War, Suzerain War,  923.0, 0
110, 17, Team 18, Individual Declaring War on Team END, Suzerain War,  925.0
110, 23, Team 18, Individual Declaring War on Team START, Suzerain War,  925.0
110, 23, 18, Met, ,  925.0, 0
110, 18, 23, Met, ,  925.0, 0
110, 23, 18, At War, Suzerain War,  925.0, 0
110, 23, Team 18, Individual Declaring War on Team END, Suzerain War,  927.0
110, 18, Team 6, Individual Declaring War on Team END, Suzerain War,  927.0
110, 23, Team 5, Individual Declaring War on Team START, Suzerain War,  927.0
110, 23, 5, Met, ,  927.0, 0
110, 5, 23, Met, ,  927.0, 0
110, 23, Team 5, Individual Declaring War on Team START, Suzerain War,  927.0
110, 23, 5, At War, Suzerain War,  927.0, 0
110, 18, Team 23, Individual Declaring War on Team START, Suzerain War,  929.0
110, 18, 23, At War, Suzerain War,  929.0, 0
110, 18, Team 23, Individual Declaring War on Team END, Suzerain War,  931.0
110, 23, Team 5, Individual Declaring War on Team END, Suzerain War,  931.0
110, 23, Team 5, Individual Declaring War on Team START, Suzerain War,  931.0
110, 23, 5, At War, Suzerain War,  931.0, 0
110, 18, Team 23, Individual Declaring War on Team START, Suzerain War,  933.0
110, 18, 23, At War, Suzerain War,  933.0, 0
110, 18, Team 23, Individual Declaring War on Team END, Suzerain War,  935.0
110, 23, Team 5, Individual Declaring War on Team END, Suzerain War,  935.0
110, 23, 5, At War, Suzerain War,  935.0, 0
110, 18, Team 23, Individual Declaring War on Team START, Suzerain War,  937.0
110, 18, 23, At War, Suzerain War,  937.0, 0
110, 18, Team 23, Individual Declaring War on Team END, Suzerain War,  939.0
110, 23, Team 5, Individual Declaring War on Team END, Suzerain War,  939.0
110, 6, Team 5, Individual Declaring War on Team END, Emergency War,  939.0
110, 1, 15, Met, ,  939.0, 0
110, 15, 1, Met, ,  939.0, 0
110, 3, 1, Met, ,  939.0, 0
110, 1, 3, Met, ,  939.0, 1
110, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 18 Favor for 0 turns from 2 to 4; 20 Gold for 30 turns from 2 to 4; ,  939.0, 1
110, 2, 4, Deal Closed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 18 Favor for 0 turns from 2 to 4; 20 Gold for 30 turns from 2 to 4; ,  939.0, 1
110, 4, 2, Deal Rejected, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 18 Favor for 0 turns from 2 to 4; 20 Gold for 30 turns from 2 to 4; ,  939.0, 0
110, 5, 8, Declared Friends, ,  946.0, 1
110, 8, 5, Declared Friends, ,  946.0, 1
110, 5, 0, Deal Proposed, 8 Favor for 0 turns from 0 to 5; 0 Open Borders for 30 turns from 5 to 0; 9 Gold for 0 turns from 5 to 0; 2 Gold for 30 turns from 5 to 0; ,  946.0, 1
110, 8, 5, Deal Proposed, 0 GreatWork for 0 turns from 5 to 8; 30 Favor for 0 turns from 5 to 8; 0 Open Borders for 30 turns from 5 to 8; 0 Open Borders for 30 turns from 8 to 5; 5 Gold for 0 turns from 8 to 5; 32 Gold for 30 turns from 8 to 5; ,  947.0, 1
110, 8, 5, Deal Closed, 0 GreatWork for 0 turns from 5 to 8; 30 Favor for 0 turns from 5 to 8; 0 Open Borders for 30 turns from 5 to 8; 0 Open Borders for 30 turns from 8 to 5; 5 Gold for 0 turns from 8 to 5; 32 Gold for 30 turns from 8 to 5; ,  947.0, 1
110, 5, 8, Deal Rejected, 0 GreatWork for 0 turns from 5 to 8; 30 Favor for 0 turns from 5 to 8; 0 Open Borders for 30 turns from 5 to 8; 0 Open Borders for 30 turns from 8 to 5; 5 Gold for 0 turns from 8 to 5; 32 Gold for 30 turns from 8 to 5; ,  947.0, 1
110, 9, 8, Deal Proposed, 8 RESOURCE_NITER for 0 turns from 8 to 9; 0 Open Borders for 30 turns from 9 to 8; 4 Gold for 30 turns from 9 to 8; ,  947.0, 0
110, 9, 8, Deal Closed, 8 RESOURCE_NITER for 0 turns from 8 to 9; 0 Open Borders for 30 turns from 9 to 8; 4 Gold for 30 turns from 9 to 8; ,  947.0, 0
110, 8, 9, Deal Rejected, 8 RESOURCE_NITER for 0 turns from 8 to 9; 0 Open Borders for 30 turns from 9 to 8; 4 Gold for 30 turns from 9 to 8; ,  947.0, 0
110, 9, 6, Deal Proposed, 4 RESOURCE_NITER for 0 turns from 6 to 9; 13 Favor for 0 turns from 6 to 9; 0 Open Borders for 30 turns from 9 to 6; 4 Gold for 0 turns from 9 to 6; 4 Gold for 30 turns from 9 to 6; ,  947.0, 2
110, 9, 6, Deal Closed, 4 RESOURCE_NITER for 0 turns from 6 to 9; 13 Favor for 0 turns from 6 to 9; 0 Open Borders for 30 turns from 9 to 6; 4 Gold for 0 turns from 9 to 6; 4 Gold for 30 turns from 9 to 6; ,  947.0, 2
110, 6, 9, Deal Rejected, 4 RESOURCE_NITER for 0 turns from 6 to 9; 13 Favor for 0 turns from 6 to 9; 0 Open Borders for 30 turns from 9 to 6; 4 Gold for 0 turns from 9 to 6; 4 Gold for 30 turns from 9 to 6; ,  947.0, 1
111, 1, 3, Deal Proposed, 19 RESOURCE_IRON for 0 turns from 3 to 1; 1 RESOURCE_MERCURY for 30 turns from 3 to 1; 0 Open Borders for 30 turns from 1 to 3; 5 Gold for 30 turns from 1 to 3; ,  950.5, 1
111, 1, 3, Deal Closed, 19 RESOURCE_IRON for 0 turns from 3 to 1; 1 RESOURCE_MERCURY for 30 turns from 3 to 1; 0 Open Borders for 30 turns from 1 to 3; 5 Gold for 30 turns from 1 to 3; ,  950.5, 1
111, 3, 1, Deal Rejected, 19 RESOURCE_IRON for 0 turns from 3 to 1; 1 RESOURCE_MERCURY for 30 turns from 3 to 1; 0 Open Borders for 30 turns from 1 to 3; 5 Gold for 30 turns from 1 to 3; ,  950.5, 0
111, 3, 1, Denounced, ,  953.5, 0
111, 7, 9, Delegation, ,  955.5, 0
111, 8, 4, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 4 to 8; 1 RESOURCE_SUGAR for 30 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 12 Gold for 30 turns from 8 to 4; ,  955.5, 1
111, 4, 8, Deal Accepted, 20 RESOURCE_IRON for 0 turns from 4 to 8; 1 RESOURCE_SUGAR for 30 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 12 Gold for 30 turns from 8 to 4; ,  955.5, 1
111, 8, 9, Deal Proposed, 6 RESOURCE_IRON for 0 turns from 9 to 8; 0 Open Borders for 30 turns from 8 to 9; 8 Gold for 0 turns from 8 to 9; ,  955.5, 0
111, 8, 9, Deal Closed, 6 RESOURCE_IRON for 0 turns from 9 to 8; 0 Open Borders for 30 turns from 8 to 9; 8 Gold for 0 turns from 8 to 9; ,  955.5, 0
111, 9, 8, Deal Rejected, 6 RESOURCE_IRON for 0 turns from 9 to 8; 0 Open Borders for 30 turns from 8 to 9; 8 Gold for 0 turns from 8 to 9; ,  955.5, 0
112, 5, 18, Gave Influence, ,  959.0, 0
112, 7, 5, Delegation, ,  960.0, 0
113, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 33 Gold for 30 turns from 2 to 4; ,  962.5, 1
113, 2, 4, Deal Closed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 33 Gold for 30 turns from 2 to 4; ,  962.5, 1
113, 4, 2, Deal Rejected, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 33 Gold for 30 turns from 2 to 4; ,  962.5, 0
113, 2, 5, Embassy, ,  962.5, 1
113, 5, 4, Promise Made, Settle,  967.5, 1
114, 4, 5, Deal Proposed, 0 GreatWork for 0 turns from 5 to 4; 19 Favor for 0 turns from 5 to 4; 0 Open Borders for 30 turns from 5 to 4; 0 GreatWork for 0 turns from 4 to 5; 0 GreatWork for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 4 to 5; 4 Gold for 0 turns from 5 to 4; 6 Gold for 30 turns from 5 to 4; ,  974.5, 1
114, 4, 5, Deal Closed, 0 GreatWork for 0 turns from 5 to 4; 19 Favor for 0 turns from 5 to 4; 0 Open Borders for 30 turns from 5 to 4; 0 GreatWork for 0 turns from 4 to 5; 0 GreatWork for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 4 to 5; 4 Gold for 0 turns from 5 to 4; 6 Gold for 30 turns from 5 to 4; ,  974.5, 1
114, 5, 4, Deal Rejected, 0 GreatWork for 0 turns from 5 to 4; 19 Favor for 0 turns from 5 to 4; 0 Open Borders for 30 turns from 5 to 4; 0 GreatWork for 0 turns from 4 to 5; 0 GreatWork for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 4 to 5; 4 Gold for 0 turns from 5 to 4; 6 Gold for 30 turns from 5 to 4; ,  974.5, 1
114, 5, 8, Embassy, ,  978.5, 1
114, 9, 2, Met, ,  978.5, 0
114, 2, 9, Met, ,  978.5, 1
114, 4, 9, Met, ,  978.5, 0
114, 9, 4, Met, ,  978.5, 0
115, 7, 3, Met, ,  991.5, 0
115, 3, 7, Met, ,  991.5, 1
115, 9, 10, Met, ,  991.5, 0
115, 10, 9, Met, ,  991.5, 0
116, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 0 GreatWork for 0 turns from 2 to 4; 375 Gold for 0 turns from 2 to 4; 31 Gold for 30 turns from 2 to 4; ,  993.5, 1
116, 2, 4, Deal Closed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 0 GreatWork for 0 turns from 2 to 4; 375 Gold for 0 turns from 2 to 4; 31 Gold for 30 turns from 2 to 4; ,  993.5, 1
116, 4, 2, Deal Rejected, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 0 GreatWork for 0 turns from 2 to 4; 375 Gold for 0 turns from 2 to 4; 31 Gold for 30 turns from 2 to 4; ,  993.5, 0
116, 2, 9, Deal Proposed, 6 RESOURCE_IRON for 0 turns from 9 to 2; 0 Open Borders for 30 turns from 2 to 9; 8 Gold for 0 turns from 2 to 9; ,  993.5, 1
116, 2, 9, Deal Closed, 6 RESOURCE_IRON for 0 turns from 9 to 2; 0 Open Borders for 30 turns from 2 to 9; 8 Gold for 0 turns from 2 to 9; ,  993.5, 1
116, 9, 2, Deal Rejected, 6 RESOURCE_IRON for 0 turns from 9 to 2; 0 Open Borders for 30 turns from 2 to 9; 8 Gold for 0 turns from 2 to 9; ,  993.5, 0
116, 9, 4, Denounced, , 1002.0, 0
116, 9, 2, Deal Proposed, 0 GreatWork for 0 turns from 2 to 9; 24 Favor for 0 turns from 2 to 9; 0 Open Borders for 30 turns from 9 to 2; 24 Gold for 30 turns from 9 to 2; , 1002.0, 0
116, 9, 2, Deal Closed, 0 GreatWork for 0 turns from 2 to 9; 24 Favor for 0 turns from 2 to 9; 0 Open Borders for 30 turns from 9 to 2; 24 Gold for 30 turns from 9 to 2; , 1002.0, 0
116, 2, 9, Deal Rejected, 0 GreatWork for 0 turns from 2 to 9; 24 Favor for 0 turns from 2 to 9; 0 Open Borders for 30 turns from 9 to 2; 24 Gold for 30 turns from 9 to 2; , 1002.0, 1
117, 7, 3, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 3 to 7; 20 RESOURCE_HORSES for 0 turns from 3 to 7; 1 RESOURCE_MERCURY for 30 turns from 3 to 7; 0 Open Borders for 30 turns from 7 to 3; 2 Gold for 0 turns from 7 to 3; 19 Gold for 30 turns from 7 to 3; , 1015.5, 0
117, 3, 7, Deal Closed, 20 RESOURCE_IRON for 0 turns from 3 to 7; 20 RESOURCE_HORSES for 0 turns from 3 to 7; 1 RESOURCE_MERCURY for 30 turns from 3 to 7; 0 Open Borders for 30 turns from 7 to 3; 5 Gold for 0 turns from 7 to 3; 20 Gold for 30 turns from 7 to 3; , 1015.5, 1
117, 7, 3, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 3 to 7; 20 RESOURCE_HORSES for 0 turns from 3 to 7; 1 RESOURCE_MERCURY for 30 turns from 3 to 7; 0 Open Borders for 30 turns from 7 to 3; 5 Gold for 0 turns from 7 to 3; 20 Gold for 30 turns from 7 to 3; , 1015.5, 0
117, 3, 7, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 3 to 7; 20 RESOURCE_HORSES for 0 turns from 3 to 7; 1 RESOURCE_MERCURY for 30 turns from 3 to 7; 0 Open Borders for 30 turns from 7 to 3; 5 Gold for 0 turns from 7 to 3; 20 Gold for 30 turns from 7 to 3; , 1015.5, 1
117, 23, 8, Met, , 1015.5, 0
117, 8, 23, Met, , 1015.5, 0
118, 8, 23, Gave Influence, , 1023.5, 0
119, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 0 LOC_CITY_NAME_KWANGO Ceded for 0 turns from 2 to 4; 0 GreatWork for 0 turns from 2 to 4; 17 Favor for 0 turns from 2 to 4; 131 Gold for 0 turns from 2 to 4; 31 Gold for 30 turns from 2 to 4; , 1029.5, 1
