Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
3, 10, 63, 1:1, 131073:196610, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 3, 37, 30
58, 11, 4, 3:1, 65536:1638416, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -1, 0, 13
58, 19, 63, 1:1, 196610:5373952, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, -2, 15, 45
58, 63, 3, 1:3, 5832741:393221, UNIT_WARRIOR, UNKNOWN, 20, 18, 0, 4, 27, 24
58, 63, 1, 1:1, 8257589:1114123, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -6, -3, 27, 25
59, 0, 63, 1:1, 524292:2818083, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 5, -1, 24, 41
59, 2, 4, 1:1, 131073:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 3, 3, 29, 24
59, 2, 4, 1:1, 851977:196610, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 6, 0, 41, 29
59, 3, 63, 1:1, 1507343:5570599, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 5, -3, 0, 33
59, 4, 2, 1:1, 1638416:1572867, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, -2, 34, 34
59, 4, 2, 1:1, 393221:1572867, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, -6, 29, 1
59, 4, 2, 1:3, 262147:458758, UNIT_WARRIOR, UNKNOWN, 20, 18, -1, 6, 42, 22
59, 6, 63, 1:1, 1441808:8323123, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 2, -5, 21, 44
59, 11, 4, 3:1, 65536:1638416, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -6, 0, 16
59, 63, 3, 1:3, 5832741:393221, UNIT_WARRIOR, UNKNOWN, 20, 18, -3, 4, 36, 27
59, 63, 6, 1:1, 8323123:1441808, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -8, 0, 35, 23
59, 63, 6, 1:1, 6750249:1638419, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 4, 32, 27
59, 63, 19, 1:1, 8388657:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 3, 37, 30
60, 2, 4, 1:1, 131073:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, -5, 25, 31
60, 3, 63, 1:1, 851974:8454175, UNIT_SLINGER, UNIT_GALLEY, 15, 30, -12, 0, 0, 10
60, 3, 63, 1:1, 1507343:5832741, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 5, -6, 0, 31
60, 6, 63, 1:1, 1638419:6750249, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, -3, 20, 39
60, 9, 63, 1:1, 983052:2424837, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 18, 11, 23, 36
60, 9, 63, 1:1, 1179662:2424837, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 11, 2, 21, 36
60, 10, 2, 1:1, 655362:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -5, 0, 43
60, 19, 63, 1:1, 196610:5373952, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 1, -7, 18, 55
60, 63, 6, 1:1, 6750249:1638419, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -5, -1, 31, 20
60, 63, 6, 1:1, 7995448:1638419, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -3, 29, 30
60, 63, 8, 1:1, 8257589:2228231, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -9, 2, 43, 19
60, 63, 19, 1:1, 6553652:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 3, 0, 17
60, 63, 19, 1:1, 8388657:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 1, 29, 26
60, 63, 5, 1:1, 2162718:983049, UNIT_QUADRIREME, UNIT_SCOUT, 25, 10, -5, 4, 0, 33
61, 2, 10, 1:1, 1507332:720896, UNIT_HEAVY_CHARIOT, UNIT_WARRIOR, 28, 20, 1, -4, 16, 48
61, 3, 63, 1:1, 1507343:5832741, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 5, -9, 0, 37
61, 6, 63, 1:1, 1441808:7536680, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 4, -6, 14, 57
61, 8, 21, 1:1, 1835026:393221, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, 0, 23, 35
61, 9, 63, 1:1, 1179662:2424837, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 9, -1, 21, 39
61, 21, 8, 1:1, 393221:1835026, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 5, 45, 24
61, 21, 8, 3:1, 65536:393221, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, 4, 0, 11
61, 22, 63, 3:1, 65536:8585245, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 30, 0, 0, 0, 25
61, 63, 5, 1:1, 8192058:1310734, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -5, -2, 0, 20
61, 63, 8, 1:1, 8716339:2228231, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, 0, 0, 0, 20
61, 63, 8, 1:1, 3801131:2228231, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -2, 25, 31
62, 4, 2, 1:1, 327684:1638411, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 11, 8, 28, 33
62, 8, 21, 1:1, 2031637:393221, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 4, -8, 0, 62
62, 15, 63, 3:1, 65536:7340053, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, 0, 0, 0, 9
62, 21, 8, 1:1, 196610:2031637, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, 2, 8, 26, 25
62, 21, 8, 3:1, 65536:2031637, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 15, 0, 2, 0, 20
62, 22, 63, 3:1, 65536:8585245, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 30, 0, -2, 0, 24
62, 63, 19, 1:1, 8388657:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, 3, 36, 17
62, 63, 7, 1:1, 6553652:917504, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 3, 0, 28
62, 63, 3, 1:3, 5701655:131073, UNIT_GALLEY, UNKNOWN, 30, 18, 0, 6, 24, 34
62, 63, 3, 1:3, 8454175:131073, UNIT_GALLEY, UNKNOWN, 30, 18, -1, 4, 22, 42
63, 2, 10, 1:1, 1507332:786433, UNIT_HEAVY_CHARIOT, UNIT_WARRIOR, 28, 20, 1, 3, 20, 41
63, 3, 63, 1:1, 851974:8454175, UNIT_SLINGER, UNIT_GALLEY, 15, 30, -12, -3, 0, 11
63, 4, 2, 1:1, 196610:1572867, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -6, 0, 30, 24
63, 5, 63, 1:1, 1441808:2162718, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 2, -5, 18, 61
63, 8, 21, 1:1, 1245195:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 9, 0, 0, 48
63, 8, 21, 1:1, 1638415:131073, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 4, -5, 0, 58
63, 8, 21, 1:1, 2031637:196610, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 0, -3, 0, 37
63, 8, 21, 1:1, 327684:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, -4, 19, 47
63, 15, 63, 3:1, 65536:7340053, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, 0, -1, 0, 10
63, 21, 8, 1:1, 524294:2031637, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, 2, 2, 19, 32
63, 21, 8, 3:1, 65536:2031637, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 15, 0, -4, 0, 20
63, 22, 63, 3:1, 65536:8585245, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 30, 0, -5, 0, 29
63, 63, 5, 1:1, 8192058:2424859, UNIT_QUADRIREME, UNIT_ARCHER, 25, 30, -5, 4, 0, 20
63, 63, 6, 1:1, 2031644:1441808, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -2, 7, 32, 25
64, 6, 63, 1:1, 1441808:2031644, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 12, -5, 19, 47
64, 6, 63, 1:1, 1572882:3670028, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -1, -6, 22, 31
64, 8, 21, 1:1, 1245195:524294, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 9, -2, 0, 50
64, 8, 21, 1:1, 327684:524294, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 6, -3, 22, 43
64, 15, 63, 3:1, 65536:7340053, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, 0, -2, 0, 10
64, 21, 8, 1:1, 327684:2031637, UNIT_WARRIOR, UNIT_ARCHER, 20, 15, 0, 3, 32, 29
64, 21, 8, 3:1, 65536:2031637, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 15, 0, -4, 0, 19
64, 22, 63, 3:1, 65536:8585245, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 30, 0, -8, 0, 29
64, 63, 4, 1:1, 3801131:1900562, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 4, 37, 21
65, 2, 10, 1:1, 1638411:786433, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 7, -4, 16, 48
65, 2, 4, 1:1, 851977:2293776, UNIT_SCOUT, UNIT_HEAVY_CHARIOT, 10, 28, 6, 4, 60, 14
65, 2, 4, 1:1, 1507332:2293776, UNIT_HEAVY_CHARIOT, UNIT_HEAVY_CHARIOT, 28, 28, 6, 3, 21, 30
65, 4, 63, 1:1, 1900562:8716339, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 2, 2, 19, 35
65, 8, 21, 1:1, 1245195:327684, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 9, -3, 0, 51
65, 8, 21, 1:1, 327684:327684, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -6, 27, 34
65, 8, 21, 1:3, 393221:65536, UNIT_WARRIOR, UNKNOWN, 20, 15, 4, 17, 37, 1
65, 15, 63, 3:1, 65536:7340053, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, 0, 0, 0, 11
65, 21, 8, 3:1, 65536:2228231, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, -2, -5, 0, 11
65, 63, 6, 1:1, 8912936:327684, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 7, 0, 20
65, 63, 5, 1:1, 8847409:131073, UNIT_GALLEY, UNIT_WARRIOR, 30, 30, 0, 4, 0, 25
65, 63, 4, 1:1, 8716339:1900562, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -3, 0, 0, 24
65, 63, 4, 1:1, 3801131:1900562, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -4, 0, 39, 21
66, 4, 63, 1:1, 2097158:8716339, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 6, -3, 12, 62
66, 5, 63, 1:1, 1310734:8192058, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 1, -5, 18, 57
66, 5, 63, 1:1, 1114123:8847409, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, 0, 31, 26
66, 6, 63, 3:1, 196610:3670028, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 30, 4, -9, 0, 45
66, 8, 21, 1:3, 1245195:65536, UNIT_ARCHER, UNKNOWN, 25, 15, -13, 17, 0, 3
66, 8, 21, 1:3, 2031637:65536, UNIT_ARCHER, UNKNOWN, 25, 15, -21, 17, 0, 3
66, 8, 21, 1:3, 131073:65536, UNIT_WARRIOR, UNKNOWN, 20, 15, 4, 17, 46, 7
66, 21, 8, 3:1, 65536:2228231, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, -4, -6, 0, 12
66, 63, 9, 1:1, 4849686:3342369, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 4, 39, 22
66, 63, 6, 1:1, 8912936:327684, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 9, 0, 15
66, 63, 5, 1:1, 8847409:1310734, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -3, -1, 28, 26
66, 63, 4, 1:1, 8716339:1900562, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -10, 1, 0, 13
66, 63, 3, 1:1, 8650756:917513, UNIT_QUADRIREME, UNIT_AZTEC_EAGLE_WARRIOR, 25, 28, 0, 4, 0, 23
66, 63, 7, 1:1, 6553652:917504, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, -1, 0, 40
67, 2, 10, 1:1, 1966081:655362, UNIT_CATAPULT, UNIT_ARCHER, 35, 15, -13, 0, 0, 34
67, 4, 63, 1:1, 2097158:8716339, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 5, -8, 10, 84
67, 5, 63, 1:1, 1114123:8847409, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -2, -5, 28, 38
67, 8, 21, 1:3, 1245195:65536, UNIT_ARCHER, UNKNOWN, 25, 15, -13, 15, 0, 7
67, 8, 21, 1:3, 1638415:65536, UNIT_ARCHER, UNKNOWN, 25, 15, -13, 15, 0, 6
67, 8, 21, 1:3, 131073:65536, UNIT_WARRIOR, UNKNOWN, 20, 15, -1, 14, 50, 12
67, 9, 63, 1:1, 3342369:4849686, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -4, 24, 34
67, 10, 2, 1:1, 655362:851977, UNIT_ARCHER, UNIT_SCOUT, 25, 10, -3, -2, 0, 53
67, 15, 63, 1:1, 524294:7340053, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -1, 27, 27
67, 15, 63, 3:1, 65536:7340053, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, 0, -4, 0, 13
67, 19, 63, 1:1, 262147:6553652, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 0, 0, 17, 56
67, 21, 8, 3:1, 65536:131073, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, -5, -6, 0, 15
67, 63, 9, 1:1, 4849686:3342369, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -7, -1, 39, 25
67, 63, 6, 1:1, 8912936:327684, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 9, 0, 19
67, 63, 5, 1:1, 8847409:2424859, UNIT_GALLEY, UNIT_ARCHER, 30, 30, -9, 2, 0, 19
67, 63, 4, 1:1, 9306153:2097158, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 4, 32, 26
68, 2, 10, 1:1, 1507332:655362, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, 4, -3, 13, 59
68, 4, 63, 1:1, 2097158:9306153, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, -3, 27, 32
68, 4, 63, 1:1, 1900562:9306153, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, -6, 21, 38
68, 5, 63, 1:1, 1114123:8847409, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -5, -9, 8, 28
68, 8, 21, 1:3, 1638415:65536, UNIT_ARCHER, UNKNOWN, 25, 15, -13, 15, 0, 8
68, 8, 21, 1:3, 1245195:65536, UNIT_ARCHER, UNKNOWN, 25, 15, -13, 14, 0, 9
68, 21, 8, 3:1, 65536:327684, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, -7, -2, 0, 14
68, 63, 9, 1:1, 6225970:3276828, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 4, 40, 29
68, 63, 6, 1:1, 8912936:327684, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 8, 0, 19
69, 4, 11, 1:1, 2293776:851969, UNIT_HEAVY_CHARIOT, UNIT_WARRIOR, 28, 20, 4, -3, 18, 60
69, 8, 21, 1:3, 1638415:65536, UNIT_ARCHER, UNKNOWN, 25, 15, -13, 15, 0, 11
69, 8, 21, 1:3, 1245195:65536, UNIT_ARCHER, UNKNOWN, 25, 15, -13, 14, 0, 9
69, 8, 21, 1:3, 2031637:65536, UNIT_ARCHER, UNKNOWN, 25, 15, -19, 14, 0, 10
69, 8, 21, 1:3, 1900563:65536, UNIT_WARRIOR, UNKNOWN, 20, 15, 0, 13, 34, 23
69, 9, 63, 1:1, 3276828:6225970, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, -4, 26, 30
69, 15, 63, 1:1, 524294:5701655, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 3, 0, 23, 39
69, 15, 63, 3:1, 65536:5701655, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, 0, -4, 0, 14
69, 21, 8, 1:1, 720896:196610, UNIT_HEAVY_CHARIOT, UNIT_WARRIOR, 28, 20, 0, 9, 33, 31
69, 21, 8, 3:1, 65536:1900563, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, -9, -3, 0, 10
69, 63, 9, 1:1, 6225970:3276828, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -7, -1, 37, 28
69, 63, 6, 1:1, 8912936:327684, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 7, 0, 20
69, 63, 9, 1:1, 9371648:2555931, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 4, 0, 27
69, 63, 19, 1:1, 6553652:262147, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -6, 1, 0, 16
70, 2, 10, 1:1, 2097152:655362, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, 4, -9, 11, 78
70, 5, 63, 1:1, 131073:2752528, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 14, 12, 33, 25
70, 8, 21, 1:3, 1638415:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -13, 10, 0, 17
70, 8, 21, 1:3, 2031637:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -19, 9, 0, 12
70, 8, 21, 1:3, 1245195:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -13, 6, 0, 19
70, 8, 21, 1:1, 196610:720896, UNIT_WARRIOR, UNIT_HEAVY_CHARIOT, 20, 28, 1, -1, 31, 27
70, 19, 63, 1:1, 196610:8978462, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 2, 3, 20, 41
70, 19, 63, 1:1, 327684:8978462, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 2, -1, 16, 43
70, 19, 63, 1:1, 262147:6553652, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -3, -3, 15, 44
70, 63, 6, 1:1, 8912936:327684, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 6, 0, 18
71, 0, 63, 1:1, 524292:2818083, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 5, -5, 19, 50
71, 2, 10, 1:1, 2097152:524292, UNIT_HEAVY_CHARIOT, UNIT_WARRIOR, 28, 20, 3, -2, 20, 46
71, 4, 2, 3:1, 458758:2097152, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 28, 4, -1, 0, 35
71, 8, 21, 1:3, 1638415:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -13, 8, 0, 14
71, 8, 21, 1:3, 1245195:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -13, 7, 0, 19
71, 8, 21, 1:3, 2031637:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -19, 6, 0, 12
71, 8, 21, 1:1, 196610:589827, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 2, 35, 24
71, 10, 2, 1:1, 524292:2097152, UNIT_WARRIOR, UNIT_HEAVY_CHARIOT, 20, 28, -5, -5, 34, 23
71, 21, 8, 1:1, 589827:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 1, 30, 24
71, 63, 4, 1:1, 9568306:1900562, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -3, 30, 27
71, 63, 21, 1:1, 9175069:589827, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 2, 3, 29, 38
71, 63, 8, 1:1, 9699369:1835026, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 2, 4, 38, 32
72, 2, 10, 1:1, 2097152:524292, UNIT_HEAVY_CHARIOT, UNIT_WARRIOR, 28, 20, -5, -10, 10, 42
72, 4, 11, 1:1, 2424834:851969, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 4, -9, 0, 54
72, 4, 63, 1:1, 2097158:9568306, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -3, 26, 38
72, 4, 2, 3:1, 458758:2097152, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 28, 4, -8, 0, 42
72, 5, 63, 1:1, 1900565:2752528, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 9, 10, 36, 26
72, 5, 63, 1:1, 1441808:9568306, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -7, 27, 38
72, 6, 63, 1:1, 1835020:7995448, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 4, -3, 23, 46
72, 7, 63, 1:1, 1572876:5308434, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 4, 0, 29, 34
72, 8, 21, 1:3, 1245195:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -13, 9, 0, 14
72, 8, 21, 1:3, 1638415:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -13, 8, 0, 16
72, 8, 21, 1:3, 2031637:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -19, 7, 0, 15
72, 8, 21, 1:1, 1835026:589827, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, -6, 25, 36
72, 63, 8, 1:1, 9699369:393221, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 2, 34, 28
72, 63, 8, 1:1, 9895958:393221, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, 4, -1, 11, 73
73, 5, 63, 1:1, 1900565:2752528, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 7, 39, 22
73, 6, 63, 1:1, 1835020:7995448, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -7, 19, 39
73, 8, 21, 1:3, 1245195:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -13, 9, 0, 15
73, 8, 21, 1:3, 2031637:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -19, 9, 0, 11
73, 19, 63, 1:1, 262147:9633841, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -3, 0, 30, 22
73, 20, 63, 1:1, 1048582:9895958, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 5, -1, 0, 26
73, 63, 8, 1:1, 10027051:1048586, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, 2, 2, 19, 43
73, 63, 8, 1:1, 9895958:1048586, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, -2, 3, 18, 45
73, 63, 19, 1:1, 9633841:262147, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, -3, 30, 25
74, 1, 63, 1:1, 1310729:7798797, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 6, -2, 26, 45
74, 7, 63, 1:1, 1572876:5308434, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, -3, 24, 31
74, 8, 21, 1:3, 1245195:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -13, 11, 0, 16
74, 8, 21, 1:3, 2031637:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -19, 10, 0, 11
74, 8, 21, 1:3, 1310729:65536, UNIT_ARCHER, UNKNOWN, 25, 18, -13, 10, 0, 15
74, 18, 63, 1:1, 1048578:2752528, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 10, 7, 37, 27
74, 20, 63, 1:1, 1048582:9699369, UNIT_ARCHER, UNIT_WARRIOR, 25, 20, 5, -7, 0, 53
74, 63, 18, 1:1, 10158124:1048578, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 0, 0, 38
74, 63, 9, 1:1, 9371648:3014665, UNIT_QUADRIREME, UNIT_SCOUT, 25, 10, 0, 4, 0, 45
74, 63, 8, 1:1, 10027051:327684, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, -2, -4, 13, 50
74, 63, 20, 1:1, 10223648:1245193, UNIT_SWORDSMAN, UNIT_WARRIOR, 35, 20, 2, -1, 12, 66
75, 8, 63, 1:1, 2031637:10027051, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 3, -3, 0, 27
75, 19, 63, 3:1, 65536:8978462, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 10, 0, -8, 0, 25
75, 20, 63, 1:1, 1048582:10354702, UNIT_ARCHER, UNIT_ARCHER, 25, 15, 5, 0, 0, 43
75, 21, 20, 1:1, 720896:1048582, UNIT_HEAVY_CHARIOT, UNIT_ARCHER, 28, 15, 0, 0, 17, 55
75, 23, 63, 1:1, 458752:4128813, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 0, 31, 26
75, 63, 18, 1:1, 10158124:1179648, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 6, 0, 26
75, 63, 9, 1:1, 9371648:2555931, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 4, 0, 29
75, 63, 9, 1:1, 3014694:2555931, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 2, 6, 33, 32
75, 63, 20, 1:1, 9895958:1048582, UNIT_SWORDSMAN, UNIT_ARCHER, 35, 15, -3, -5, 13, 80
75, 63, 20, 1:1, 10092594:1245193, UNIT_GALLEY, UNIT_WARRIOR, 30, 15, 4, -8, 0, 68
75, 63, 19, 1:1, 9633841:327684, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -5, 3, 36, 17
76, 1, 63, 1:1, 1310729:7798797, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, -6, 18, 39
76, 8, 63, 1:1, 1310729:10027051, UNIT_ARCHER, UNIT_SWORDSMAN, 25, 35, 9, -6, 0, 30
76, 8, 21, 1:1, 2031637:720896, UNIT_ARCHER, UNIT_HEAVY_CHARIOT, 25, 28, 3, -2, 0, 31
76, 8, 21, 1:1, 1245195:720896, UNIT_ARCHER, UNIT_HEAVY_CHARIOT, 25, 28, 9, -5, 0, 39
76, 8, 63, 3:1, 196610:10027051, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 35, 4, -9, 0, 38
76, 9, 63, 1:1, 2687005:4128813, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -3, 0, 17
76, 19, 63, 1:1, 327684:9633841, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, -9, 23, 41
76, 20, 21, 1:1, 1179656:720896, UNIT_WARRIOR, UNIT_HEAVY_CHARIOT, 20, 28, -2, -7, 40, 21
76, 23, 63, 1:1, 458752:4128813, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -3, -4, 29, 35
